239250	
239550	
239850	
240150	
240450	
240750	
241050	
241350	
241650	
241950	
242250	
242550	
242850	
243150	
243450	
243750	
244050	
244350	
244650	
244950	
245250	
245550	
245850	
246150	
246450	
246750	
247050	
247350	
247650	
247950	
248250	
248550	
248850	
249150	
249450	
249750	
250050	
250350	
250650	
250950	
251250	
251550	
251850	
252150	
252450	
252750	
253050	
253350	
253650	
253950	
254250	
254550	
254850	
255150	
255450	
255750	
256050	
256350	
256650	
256950	
257250	
257550	
257850	
258150	
258450	
258750	
259050	
259350	
259650	
259950	
260250	
260550	
260850	
261150	
261450	
261750	
262050	
262350	
262650	
262950	
263250	
263550	
263850	
264150	
264450	
264750	
265050	
265350	
265650	
265950	
266250	
266550	
266850	
267150	
267450	
267750	
268050	
268350	
268650	
268950	
269250	
269550	
269850	
270150	
270450	
270750	
271050	
271350	
271650	
271950	
272250	
272550	
272850	
273150	
273450	
